Score,Text
5.0,"This sterling silver chain is heavy, expected to last through many wearings and can accommodate heavy pendants. The 16 inch length sits up higher on the throat for higher necklines. It looks much more expensive than I paid for it. Silver Insanity, the seller, sent me an e-mail to check my mailing address was correct. After I confirmed, they quickly sent it, so additional thoughtful service from the seller is a plus too."
1.0,"I ordered two necklaces from Silver Insanity. This one is nice, but I never received the other. They have not replied 5 emails over the period of 3 weeks. I have filed a claim with amazon and would advise NOT to deal with this company because if you do not receive your item or there is a problem...GOOD LUCK! Terrible service and just do not seem to care to even reply to their customer."
5.0,
5.0,"Intended to give it as a gift, but ended up keeping it myself. I am not really into jewelry so much, but this is just beautiful. It's a nice size, the chain is sturdy and has a good length. Everyone comments on it. I just love it!"
3.0,"Tis is a great braclette for a man, but for me, I have small wrist, it is way too big, and its not adjustable at all. needless to say I haven't been able to wear it but Im going to look into getting it sized down, other wise Im gonna give it to my brother."
1.0,"CHEAP. Broke the second time my husband wore it. Would not buy it, very dissappointed with the purchase.Do not buy if you leave the house."
3.0,"I ordred this product because I'm allergic to Penicilin and although it's comfortable to wear, it is a major headache to put it on, it has a sort of hook that was hard to figure out. Plus it's not very strong, I've accidentally snapped it a couple of times but was able to put it back together."
5.0,"I really enjoy this, however it is too big and making it smaller has become an issue but I really love having an allergy bracelet in case of an emergency."
5.0,
3.0,"For the price, the diamond that comes in this setting, i felt was impressive. it has some fire to it, and it's raised in the setting [not shown from the angle that this picture is taken at -- making the ring MUCH taller than one would imagine], to catch light not only from the top, but from the bottom and sides as well.Again, this image is deceiving. The ring is a lot taller than shown here. Overall the rest of the ring is of good quality as well; the gold isn't cheap or flimsy. I liked it, but it was not what I was expecting.The, &quot;expidited shipping&quot; was nothing of the kind. I ordered this ring on the 12th of Dec., which I felt was plenty of time to receive it in time to make my wedding proposal on the 20th; my girlfriend's birthday*. I did make it a point to explain this to Szul, as well as to encourage them to please give me some way to track the shipment.Well, 10 days, about 5 emails and about 15 phone calls later (not to mention several strands of hair pulled out in frustration), I still got no tracking. All they did was try to tell me that the ring would arrive some time between the 17th and the 19th.I think the ring finally did arrive -- on the 22nd.She said yes, by the way, so I do guess the ring was a hit after all the agony of getting it here."
1.0,"I bought the ring for my wife. She was coming back from a long trip and wanted to surprise her (I never gave her an engagement ring). Exactly because I had read the previous comments I ordered it with time and made sure I picked the right size. You guessed, they sent me the wrong size (they blamed it on amazon).I had nothing but nice treatment from these guys, I sent it back and they promised that I would have it back on Friday. I still had enough time so I did not worry. They had 5 more days after Friday to get it to me (Wednesday). I started calling on Friday, and every time they said I would have it next day. Today is wednesday and, of course, they promise I will have it tomorrow. Too late, I cancelled. I'll let you know how the cancellation worked out."
1.0,"This pc is 1/8th the screen shot, you need a maginifying glass to read it, if I had had a return slip in the pgk I would have returned it !1 star is 1 too many but they do not allow for -stars."
4.0,"This is a really nice cute charm, you should know it does not come with a loop or anything to attach to a charm braclet. You can get these put on and sodered by a jewler locally. It says it is an Italian charm, but I am not convinced that is the truth. The item is pretty small, but very nice looking."
2.0,It Was really nice for about three weeks then it broke. and its been in the drawer ever since. better spend more money and buy one that wont break.
5.0,"As advertised, I dont know if it is the copper bracelet or the magnetic necklace but one of them sure does make the pain go away, I am a firm believer in both, thanks amazon for the great shopping experience."
5.0,Excellent product. Heavy copper links with sturdy fastener. Couldn't be more pleased with the purchase.
5.0,I bought the bracelet for looks and not the healing ability. The bracelet is very thick and manly something a little different that what everyone wears. The package says one size fits all but if you're a man with super thick wrists you may be in trouble. I'm a big man and it fits me perfectly. I'm very happy and get lots of compliments on it.
5.0,I have been shopping around for a good copper bracelet and when I seen this one it was what I was looking for. Just received this bracelet today and I am very impressed with the size and weight of it. It is positively a very masculine bracelet. Pictures of the bracelet do not do it justice.It has nice thick links and is heavy and very stylish. I'm an active person so I want something that would take some abuse. This looks like I will have no problem with it.
5.0,"I highly recommend buying these if you have any kind of hand ailments. They are not a complete cure, but they sure ease the pain. I always heard copper was good for arthritis, and did some reading on the subject. Since these were not too expensive, I decided to give it a try and purchased two (one for each hand). Give them a try, they do work!"
5.0,I bought these for my arthritis and they are great. Very sturdy links and clasp. The Chain links by themselves are 8.25 inches and 9 inches with clasp. Very well made and they look good too.
5.0,
4.0,The only thing wrong with this bracelet is that it keeps falling off the wrist. The clip design just opens all the time. They should have thought of something more secure.
5.0,"I bought this for my grandpa for his 70th birthday, which is the 14th. It got to his house the 13th even though it was supposed to be deliver between the 16th-21st! He wore one like this for 6 years without ever taking it off (He used pliers to bend the two links together). He lost the original one a while back and says his arm pain is back. He will be so happy."
4.0,"Bracelet has large links and looks great. The only advice that I have is that if you choke the chain up for a smaller size that you remove the extra link. If you don't, the clasp will open and you will loose the chain. I lost my first one. This is my second purchase. Obviously I like it."
5.0,"Really nice weight & link size, good for larger guys like me.If you are used to wearing copper, it will tarnish in the first couple of weeks, then it will settle in as part of your second skin.Its hard to find copper bracelets of this quality, so i am delighted with this. Even though the clasp is made of copper, it is really secure, i've put it on & had no issues what so ever, and i'm really active, so it's gettting pulled on all the time.Really great, my wife keeps telling me to buy another one!!!"
4.0,"I bought the bracelet because my other one dropped off my wrist while working, it works like a charm.I get a pins and needles feeling in my hands and arms lasting from 5 seconds to 2 or 3 minutes. with the bracelet on I go for days without getting the feeling and when its does occur it is much less."
5.0,"This bracelet is exactly like you see in the picture, thick, well-worked metal, is strong, its closure is quite safe, I like it"
1.0,"Also, the clasp is horrible. I've never seen a clasp like this before. It is difficult to work with and usually works itself open. I should have known from the price it wasn't real copper, but since the title is copper bracelet, not copper look bracelet, I guess I thought lying was false advertising and therefore illegal. What do I know I guess."
,"A very nice bracelet , large size but very easy to remove links. So you can make it to fit comfortably ."
4.0,The clasp was heavy enough and the length was long so you can adjust it. Its discription was right on
5.0,"I bought this for my Mom who suffer from stiffness in her knee. She wears it on her ankle and since she has had it she has not suffered anymore.EXQUISITE GIFT BAGS & BASKETS BY ""D"""
5.0,"If you want to wear copper (it works for me) this bracelrt excels. Solid & secure, no gimmicks just copper."
3.0,"What can I say? It's a simple, sturdy bracelet... just what I wanted. Can be resized by removing links. Real copper as evidenced by the discoloration of my wrist. The clasp is sturdy and not likely to open accidentally. The links are very shiney when new, then dull with wear... I like that. Has weathered nicely to a subtle dull tone."
5.0,The bracelet is substantial and has a nice patina. The size is easily adjusted by removing one or more of the links. The clasp is sturdy and I anticipate no problems with it breaking down. I would order one again. I ordered this one after learning that copper is the only metal that is an anti-microbial and I figure any extra help fighting germs can't hurt - especially if it looks good!
5.0,I bought this bracelet for my husband because it was our 22nd anniversary and the gift is to be of copper. Since he has been wearing it he said his knuckle that had been bothering for quite some time now feels better. The bracelet is sized generously so it can fit a large wrist easily. It will be very lose on someone with a smaller wrist.
5.0,
5.0,"Not much really to say about it, other than I like it. I bought the big one and snipped off a couple of links with side cutter, I wanted it tighter on my wrist. But it has a nice rugged look, copper turns you a little black and green especially when you sweat. But that's ok, it washes off! It also has a sturdy clasp, when I first saw the clasp I thought, aaahh this is junk. But I was wrong, works great and has never came loose or fallen off, and I am very active.I haven't taken it off since I got it a couple months ago, still get that pain in my shoulder but who knows, maybe it healed something I didn't know about it! LMAO But pain relief or not, I like it."
5.0,"This product is all it claims to be. The quality is top shelf and exactly what I wanted, and a very reasonable price. What more can a person ask for?"
3.0,I was expecting a finish that wasn't so shiny. It could be coated with something and I was wanting a natural copper bracelet for health reasons.
4.0,"Very well made, looks good and has a very secure clasp. Does it help my pain(s), maybe.....but it doesn't make it worse either. Good product, at a good price and fast service. It's adjustale too."
4.0,Bracelet was exactly what I expected . It was a little large so I removed a link. If you order it definitely expect a heavy bracelet this is no light weight.
4.0,"if you have tiny wrists you may want to look elsewhere. I do and this will fall off if I'm not careful but I just hike it up on my forearm and its fine. This is well made and heavy duty, more for a man than a woman, but I like it."
5.0,"Gave these bracelettes to my brother and my father. Hopefully, they'll work well for them. They seems happy with their gifts."
5.0,"exactly as advertised, nice weight and very nice shine. copper turns skin green, yes people, that happens, it will go away, don't freak out."
5.0,"I got this for a male with stiff and sore joints especially in the morning. He said that it works great and he feels much better. Also, I like it on him because it looks like regular men's jewelry."
5.0,
2.0,Absolutely no effect on aches and pains. I've been wearing it non-stop for a couple weeks and have noticed nothing expcept more pain but can't blame that on this copper bracelet. It looks OK.
,
5.0,"Yes the links are 3/8"" wide and its 9"" long. I and my wife think its really brautiful. OK, mostly I love it! They also covered it with something so it doesnt tarnish! That is my favorite part. I really wouldnt want to have to polish it!"
5.0,"This is an excellent product and if you have aches and pains anywhere in your body, they will vanish. You also might want to add the magnet bracelet, wear them both!"
3.0,"For the price, the diamond that comes in this setting, i felt was impressive. it has some fire to it, and it's raised in the setting [not shown from the angle that this picture is taken at -- making the ring MUCH taller than one would imagine], to catch light not only from the top, but from the bottom and sides as well.Again, this image is deceiving. The ring is a lot taller than shown here. Overall the rest of the ring is of good quality as well; the gold isn't cheap or flimsy. I liked it, but it was not what I was expecting.The, &quot;expidited shipping&quot; was nothing of the kind. I ordered this ring on the 12th of Dec., which I felt was plenty of time to receive it in time to make my wedding proposal on the 20th; my girlfriend's birthday*. I did make it a point to explain this to Szul, as well as to encourage them to please give me some way to track the shipment.Well, 10 days, about 5 emails and about 15 phone calls later (not to mention several strands of hair pulled out in frustration), I still got no tracking. All they did was try to tell me that the ring would arrive some time between the 17th and the 19th.I think the ring finally did arrive -- on the 22nd.She said yes, by the way, so I do guess the ring was a hit after all the agony of getting it here."
1.0,"I bought the ring for my wife. She was coming back from a long trip and wanted to surprise her (I never gave her an engagement ring). Exactly because I had read the previous comments I ordered it with time and made sure I picked the right size. You guessed, they sent me the wrong size (they blamed it on amazon).I had nothing but nice treatment from these guys, I sent it back and they promised that I would have it back on Friday. I still had enough time so I did not worry. They had 5 more days after Friday to get it to me (Wednesday). I started calling on Friday, and every time they said I would have it next day. Today is wednesday and, of course, they promise I will have it tomorrow. Too late, I cancelled. I'll let you know how the cancellation worked out."
2.0,"Hola, nunca me he puesto la pulsera, porque se oscurecio enseguida, no me agrado el producto... Es una pena xq me parecio hermosa cuando la vi..."
2.0,"No way could I wear this bracelet. The silver tubing is rigid therefore you better have a tiny wrist to wear this. Unfortunently, it was not worth the money to return it."
4.0,Very dainty and petite bracelet with nice extension feature. Swarovski crystals are very colorful and sparkly. A nice piece to wear dressed up with a dress or down with jeans.
5.0,"Delicate, beautiful and different + a great price and quick shipment. I just love it!"
5.0,"Very beautiful bracelet and friendly service. To top it off, received the bracelet very quickly. Will shop with again. Thank you :-)"
3.0,"For the price, the diamond that comes in this setting, i felt was impressive. it has some fire to it, and it's raised in the setting [not shown from the angle that this picture is taken at -- making the ring MUCH taller than one would imagine], to catch light not only from the top, but from the bottom and sides as well.Again, this image is deceiving. The ring is a lot taller than shown here. Overall the rest of the ring is of good quality as well; the gold isn't cheap or flimsy. I liked it, but it was not what I was expecting.The, &quot;expidited shipping&quot; was nothing of the kind. I ordered this ring on the 12th of Dec., which I felt was plenty of time to receive it in time to make my wedding proposal on the 20th; my girlfriend's birthday*. I did make it a point to explain this to Szul, as well as to encourage them to please give me some way to track the shipment.Well, 10 days, about 5 emails and about 15 phone calls later (not to mention several strands of hair pulled out in frustration), I still got no tracking. All they did was try to tell me that the ring would arrive some time between the 17th and the 19th.I think the ring finally did arrive -- on the 22nd.She said yes, by the way, so I do guess the ring was a hit after all the agony of getting it here."
1.0,"I bought the ring for my wife. She was coming back from a long trip and wanted to surprise her (I never gave her an engagement ring). Exactly because I had read the previous comments I ordered it with time and made sure I picked the right size. You guessed, they sent me the wrong size (they blamed it on amazon).I had nothing but nice treatment from these guys, I sent it back and they promised that I would have it back on Friday. I still had enough time so I did not worry. They had 5 more days after Friday to get it to me (Wednesday). I started calling on Friday, and every time they said I would have it next day. Today is wednesday and, of course, they promise I will have it tomorrow. Too late, I cancelled. I'll let you know how the cancellation worked out."
5.0,I love ball chains and I think that they are hard to find. I was very pleased when I found them on Amazon and very pleased when the 2 I ordered arrived. Very nice quality. Arrived quickly.
5.0,Really beautiful and uniquely designed ring. The stones are a light purple color. The ring is well made and exactly as pictured.
5.0,The seller of this item sent it to my niece as directed. Ufortunately I was unable to see the product first. What I saw and how it was described online encouraged me to purchase it.My niece called me when she got it . She said she received her giftand loves it. I was thrilled to hear her say that. She said it is beautiful and of very fine quality.I would buy from the seller again.
5.0,Can not go wrong with this locket! It exceeded my expectations. Perfect for the horse lover. Beautiful!
1.0,"i had purchased this item april 23, 2010. the same day i had ordered a necklace to go with it. i sent it to michigan, the date of expected arrival would be between april 27-may 5. by may 7 i contacted my friend who was suppose to recieve the packages. she informed me that she had gotten the necklace but nothing else. i contacted the seller to see where my package was. i recieved an e-mail saying they were going to fix my problem and get my package to its destination. by may 13 the horse pendant still had yet to be delivered. i contacted the postal service instead. i have gotten several phone calls from them and they all told me they were going to find my package. The post office was more helpful the the seller! the package has yet to be delivered. its been almost a month since i ordered the pendant. Word to the wise and to who ever buys this item, be cautious and i pray my problem wont occurr with you."
5.0,"I purchased this as a gift for my mother-in-law. I was very impressed with it's beauty when I opened the mailing package. It looked nice in the pictures but if was much nicer when I got to see it in person. It's also very thick and sturdy, which is always a plus."
5.0,"I had just purchased a sterling silver chain to accommodate an heirloom watch, when I spotted this bracelet. I had not planned to purchase another item, but am so glad I did. The bracelet is very beautiful. Cudos to the photography of both these sterling silver pieces, as the details were so clear that it was easy to make a choice. Both products looked exactly like I expected when received."
5.0,
4.0,"I bought this as a wedding gift for my bride. I satisfied with the quality and it was beautiful. She also liked it and it was fit on her wrist. Thick, nice look, shiny, I am glad I didn't buy 6mm thin one. This is worth to buy. Recommend!"
5.0,Beautiful bracelet.Very comfortable to wear.I wanted something that was sturdy but pretty and this bracelet fills the bill.It's very easy to wear and the length is perfect.I was afraid the double links would make it bulky and uncomfortable but it is suprisingly light.I wear it 24/7 and have had no problems with it so far.I haven't added any charms yet but plan to in the future.I am very happy with this purchase.
5.0,I bought this as a gift and it went over well.Its a bit longer than most others I saw andis not little girl-ish...Both things that were a plus for me.I would buy it again - if I was asked for asilver bracelet again.
5.0,"Briefly, bought several of these sterling bracelets to make charm bracelets for my family with foreign coins we had saved from trips. The bracelets are heavy enough to support the coins. Love mine and my family members have comments how great these special memory bracelets are to them."
5.0,
1.0,I haven't had this bracelet for less then a month and I haven't even worn it its been in the lil bag ot came in and I went to put it on yesterday and it was gold ! Lol when I first got it it was silver and over the month it changed lol very odd . Other then that's its a very nice style but its for sure fake and not sterling silver as the seller stated . Its nice for a night out as just to accessorize :-/ not what I wanted it for .
3.0,"For the price, the diamond that comes in this setting, i felt was impressive. it has some fire to it, and it's raised in the setting [not shown from the angle that this picture is taken at -- making the ring MUCH taller than one would imagine], to catch light not only from the top, but from the bottom and sides as well.Again, this image is deceiving. The ring is a lot taller than shown here. Overall the rest of the ring is of good quality as well; the gold isn't cheap or flimsy. I liked it, but it was not what I was expecting.The, &quot;expidited shipping&quot; was nothing of the kind. I ordered this ring on the 12th of Dec., which I felt was plenty of time to receive it in time to make my wedding proposal on the 20th; my girlfriend's birthday*. I did make it a point to explain this to Szul, as well as to encourage them to please give me some way to track the shipment.Well, 10 days, about 5 emails and about 15 phone calls later (not to mention several strands of hair pulled out in frustration), I still got no tracking. All they did was try to tell me that the ring would arrive some time between the 17th and the 19th.I think the ring finally did arrive -- on the 22nd.She said yes, by the way, so I do guess the ring was a hit after all the agony of getting it here."
1.0,"I bought the ring for my wife. She was coming back from a long trip and wanted to surprise her (I never gave her an engagement ring). Exactly because I had read the previous comments I ordered it with time and made sure I picked the right size. You guessed, they sent me the wrong size (they blamed it on amazon).I had nothing but nice treatment from these guys, I sent it back and they promised that I would have it back on Friday. I still had enough time so I did not worry. They had 5 more days after Friday to get it to me (Wednesday). I started calling on Friday, and every time they said I would have it next day. Today is wednesday and, of course, they promise I will have it tomorrow. Too late, I cancelled. I'll let you know how the cancellation worked out."
5.0,Really beautiful and uniquely designed ring. The stones are a light purple color. The ring is well made and exactly as pictured.
3.0,"For the price, the diamond that comes in this setting, i felt was impressive. it has some fire to it, and it's raised in the setting [not shown from the angle that this picture is taken at -- making the ring MUCH taller than one would imagine], to catch light not only from the top, but from the bottom and sides as well.Again, this image is deceiving. The ring is a lot taller than shown here. Overall the rest of the ring is of good quality as well; the gold isn't cheap or flimsy. I liked it, but it was not what I was expecting.The, &quot;expidited shipping&quot; was nothing of the kind. I ordered this ring on the 12th of Dec., which I felt was plenty of time to receive it in time to make my wedding proposal on the 20th; my girlfriend's birthday*. I did make it a point to explain this to Szul, as well as to encourage them to please give me some way to track the shipment.Well, 10 days, about 5 emails and about 15 phone calls later (not to mention several strands of hair pulled out in frustration), I still got no tracking. All they did was try to tell me that the ring would arrive some time between the 17th and the 19th.I think the ring finally did arrive -- on the 22nd.She said yes, by the way, so I do guess the ring was a hit after all the agony of getting it here."
1.0,"I bought the ring for my wife. She was coming back from a long trip and wanted to surprise her (I never gave her an engagement ring). Exactly because I had read the previous comments I ordered it with time and made sure I picked the right size. You guessed, they sent me the wrong size (they blamed it on amazon).I had nothing but nice treatment from these guys, I sent it back and they promised that I would have it back on Friday. I still had enough time so I did not worry. They had 5 more days after Friday to get it to me (Wednesday). I started calling on Friday, and every time they said I would have it next day. Today is wednesday and, of course, they promise I will have it tomorrow. Too late, I cancelled. I'll let you know how the cancellation worked out."
4.0,"This necklace is very delicate and smaller than I expected. However, the stones are a deep blue, and it is well-made."
4.0,"I LOVE the style of this necklace -- it is beautifully made and quite unique.The stones are not as vibrant as I was expecting; a friend of mine has a pair of moonstone earrings that provide an incredible rainbow effect which set my expectation of what moonstone looks like...When I saw this necklace I was disappointed because the rainbow was not as obvious. I've given it a chance and have worn the necklace with more vibrant colors and the stones pick up the colors and compliment just about everything.When I thought I was going to return the item, the customer service people were very helpful and responsive.I have decided to keep the necklace and will wear it often.I would have given it 100 stars if the stones had a stronger rainbow to them, but they are more milky with strong cat's eye quality; while not exactly what I was expecting they've grown on me and I love the necklace."
5.0,Really beautiful and uniquely designed ring. The stones are a light purple color. The ring is well made and exactly as pictured.
5.0,"i love this product... it is really nice and it was on time, looks really nice and my parents love it"
5.0,I loved this item and the price. I got lots of compliments on it too.
5.0,"The earrings I received had square dangles, rather than the circles pictured. However, the workmanship, even the packaging, is first class and delicately beautiful. I would definately buy from this company again."
1.0,"Very disappointed with this bracelet. When I received it, I looked for the stamp indicating that it is sterling and saw that there was none. Looking at the back I saw that it had a rough surface, were it sterling, it would be smooth. Took it to a jeweler and comfirmed what I thought. The bracelet is silver plated pewter, NOT sterling silver. Big difference."
1.0,"My husband gave me this bracelet and, after one day's wear, it turned my wrist green. So he used a magnifying glass but couldn't find the Sterling mark. Although he did find that one of the wings was slightly broken. Beautiful bracelet, but not sterling silver. And trying to return the bracelet is turning into a nightmare of hassles."
5.0,Large cuff bracelet is beautifully made. Delicate silver work is nice and the price was very reasonable.
,I am really pleased with this purchase. I love the beautiful detail of this piece. I have been wearing it a lot since I received it and have gotten great comments about it. It is very comfortable to wear.
5.0,"I purchased this SS bracelet at the Carlisle, PA Motorcycle Rally in July 2008. It is not only lovely but comfortable. I can wear it on either wrist. I wear a 7 1/2 inch bracelet. I looked on the internet to locate the artist. I love Southwestern Jewelry. I purchased from a vendor who buys overstock inventories. [...] He is from Winston, Salem. The bracelet is clearly marked 925 which is the Sterling Silver mark. It was his only piece like that. He just got it. I was lucky to see it first. I would love earring and a necklace to go with it.Rose Martini"
5.0,"I gave this to my mother as a present, she loves it. It's a little fragile but so beautiful!"
5.0,"This is my first experience with this type bracelet. It is more delicate than I expected, so I am being very careful with it so far. Beautiful design, quite detailed. I am comfortable with this company, having had good merchandise from them before."
1.0,i bought this bracelet & it was cracked when I got it.
5.0,"Very cute pendant. Unless one looks closely at it, it's not obvious that they're frogs. Goes well with casual jeans or Sunday finest. It did NOT come with a chain, but fortunately I had a silver chain already that I could use. I also bought the matching earrings. Good value for the price."
5.0,"This is a beautiful ring. The diamonds are of a higher quality than what you usually find in rings like this. The fire in these diamonds is unbelievable. Getting a ring like this for this price is great, getting this level of diamond quality for this price is incredible and the fact that they are certified is the icing on the cake. I shopped all over the net and could not find a 1ct. ring of this quality for any where near this price. I would recommend this ring to anyone that wants a top quality ring at a great price."
5.0,"I have the ring on my left middle finger as I type this, and I couldn't be more pleased with it. I note that someone wrote about theirs turning color. Silver will tarnish if you do not care for your jewelery. A little polish, and it's bright again! I have a hard time finding rings in my size that look nice, and Silver Insanity has provided me with three so far, all of which are very lovely. I would give the ring more than the 5 stars were I allowed. Perfectly formed Celtic Cross, nice fit, real silver. What more could I ask? Quoth the Raven..."
5.0,"I have had this ring for about 2 years now. I liked it so much I bought one for my brother. I have received compliments from the opposite sex on this ring more than once. The only problem I have had with the ring is I lost it once, but found it about 6 months later."
1.0,"Needed exchange and vendor never replied or exchanged. Terrible service, would never ever use again."
1.0,It turned a funny color and then broke in the middle ...Bad Choice ....
5.0,
5.0,its made very well and a lot more pretty thenthe picture' the colors are way more prettyand nicely sized for my wrist' it does not havethe look of kids stuff and it is really cute.
5.0,Looks very nice around her neck. The picture's accurate. Excellent for the price. or even if it was more expensive : Worth the purchase.
,Really beautiful and uniquely designed ring. The stones are a light purple color. The ring is well made and exactly as pictured.
5.0,"This was the gift I gave my husband on our wedding day and he put them on immediately! We are both Hawkeyes, but we don't live in Iowa so I was glad to be able to buy them through Amazon. They came very promptly in the mail. I couldn't be happier with this purchase."
,Really beautiful and uniquely designed ring. The stones are a light purple color. The ring is well made and exactly as pictured.
5.0,Really beautiful and uniquely designed ring. The stones are a light purple color. The ring is well made and exactly as pictured.
5.0,So much better than it looks in photo. Came in a beautiful gift box didn't even have to wrap it. Gave it to my teacher and not sure if it helped but I got an &#34;A&#34;
5.0,Bought 8 of these bracelets for my employees. they loved them. Good quality. looks like Brighten jewelery.Received on time. Would recommend this product.
5.0,I loved this so much!!! I got it for my best friend for her birthday and loved it and wears it!!
3.0,I got this for my daugther-in-law and she really liked it. She wears it everyday. Not bad for the price.
4.0,"Since I have so many graduation gifts to buy, I was so pleased to find this bracelet. It has a message in just 3 words. It was inexpensive and filled the bill for all the girls on my graduation list."
4.0,I bought this bracelet as graduation gifts and I was pleased with the product! I hope the girls liked the gift as much as I did.
5.0,
5.0,My daughter ordered these as gifts for some of her girlfriends. The price was exceptional and her friends really loved them.
5.0,The message is very positive and it looks very pretty. I bought it for my aunt as a present and the color is very nice.
5.0,"I purchased this bracelet as a gift for my Granddaughter and was thrilled to see the quality of it, when it arrived! It was not an expensive item but the workmanship and quality definitely belays the price. I think she will be very happy on Christmas morning!"
5.0,
5.0,"This bracelet is great! I puchased it for a graduation gift for a friend and it was perfect. Exactly as stated, nicely boxed, and a sweet poem included as well. Really good value, came very quickly. I would purchase again, and have already recommended it!"
5.0,
5.0,"It was everything that I thought it was, and my girlfriend really seemed to like it"
5.0,Very pretty motivational bracelet at a great price. Bought as gifts for my direct sales team and they all loved them. Bracelet comes in a very attractive box so no wrapping required. I did remove them from their plastic wrap so that they looked nicer laying in the box before I gave them.
5.0,I gave this bracelet to my niece for Christmas. She's a competitive swimmer and loved alll the words on it.
5.0,"This ring is just gorgeous. It looks like a pink diamond estate piece. I just can't get over how pretty it is, it looks absolutely beautiful on the finger. This ring is perfect and I would recommend it to anyone. Go for it, the price is terrific!"
5.0,"I bought these earrings for my wife, for our anniversary. She is very fond of them, and I am very happy for having purchased them.Money has been tight this season, as I am sure it has been for many people. Consequently, I was delighted when I found these at a great sale price (I believe it was a Christmas sale, our anniversary is near Thanksgiving). I knew my wife wanted some jewelry with our baby's birthstone -- these happened to come with both her birthstone and our son's.The quality of the metal is very good, and the workmanship is quite good. I had some initial reservations, thinking that jewelry at such a (relatively) low price must not be high quality, but really these are quite good. The earrings are very light, but they do not seem any more fragile than most earrings. The chain from which the lower part of each earring depends is strong, not likely to break unless you abuse/misuse it. The workmanship, primarily in the mountings for the gemstones, is not as refined as some more expensive jewelry. Nevertheless, it has a ""handmade"" quality to it that, far from being displeasing, is actually a point in its favor.The stones are very small, of course, but they are bright and colorful.You may think it funny, but, the moment I received the earrings and opened the mailer, my first thought was, ""wow, what a great box!"" Peora's presentation -- the style and attention to detail just in the box for the earrings -- is impressive. The box is so beautiful, I know my wife will keep it and enjoy it, almost as much as she enjoys the earrings themselves. I was really quite astonished at the quality of this product, considering what I paid.I commend Peora for the quality and value of their product. I highly recommend these particular earrings, and I would bet that Peora's other products are equally amazing values (if not all necessarily to my taste)."
4.0,"Very nice pendant, but I wish it would have been larger. Hard to tell from the description and picture. Otherwise, a pretty pendant."
4.0,Product was very nice. The poem that is with the bracelet was very moving. A good gift instead of flowers.
5.0,I gave this to my daughter-in-law to add to her bracelet I started a few years ago. She loves it.
5.0,This was a great addition to my charm bracelet. Looks great and lets everybody know I have sons!
5.0,
3.0,"For the price, the diamond that comes in this setting, i felt was impressive. it has some fire to it, and it's raised in the setting [not shown from the angle that this picture is taken at -- making the ring MUCH taller than one would imagine], to catch light not only from the top, but from the bottom and sides as well.Again, this image is deceiving. The ring is a lot taller than shown here. Overall the rest of the ring is of good quality as well; the gold isn't cheap or flimsy. I liked it, but it was not what I was expecting.The, &quot;expidited shipping&quot; was nothing of the kind. I ordered this ring on the 12th of Dec., which I felt was plenty of time to receive it in time to make my wedding proposal on the 20th; my girlfriend's birthday*. I did make it a point to explain this to Szul, as well as to encourage them to please give me some way to track the shipment.Well, 10 days, about 5 emails and about 15 phone calls later (not to mention several strands of hair pulled out in frustration), I still got no tracking. All they did was try to tell me that the ring would arrive some time between the 17th and the 19th.I think the ring finally did arrive -- on the 22nd.She said yes, by the way, so I do guess the ring was a hit after all the agony of getting it here."
1.0,"I bought the ring for my wife. She was coming back from a long trip and wanted to surprise her (I never gave her an engagement ring). Exactly because I had read the previous comments I ordered it with time and made sure I picked the right size. You guessed, they sent me the wrong size (they blamed it on amazon).I had nothing but nice treatment from these guys, I sent it back and they promised that I would have it back on Friday. I still had enough time so I did not worry. They had 5 more days after Friday to get it to me (Wednesday). I started calling on Friday, and every time they said I would have it next day. Today is wednesday and, of course, they promise I will have it tomorrow. Too late, I cancelled. I'll let you know how the cancellation worked out."
,"I'm not always sure what kind of jewelry my wife will like when I'm shopping ""on my own."" But this pendant, along with several matching items, has been a big hit with her . . . and she gets a lot of compliments on it."
5.0,"Very impressed with this piece! Very sparkly, great quality, bigger than expected, which is great! Even the small necklace that came with the pendant is of great quality silver. VERY happy with this purchase! I get compliments every time I wear it!"
4.0,This was a gift for my mother. She loved it. Great packaging from the seller and excellent service.
4.0,"necklace is very nice, ordered earring that matched for a gift and it made a nice set, wasn't disapointed with it"
5.0,"Bought this pendant for my daughter for Christmas. Pendant was exactly as described seller. Excellent quality with a good price. If you are looking for a beautiful crystal pendant than this one is an excellent choice. Seller was speedy in delivery. I have no problem recommending this seller to others, as I most likely will buy from this seller again."
5.0,"I am very pleased with the quality of this necklace. Even with the size, it's lightweight enough to not be a bother when wearing it. The wood on mine is darker than pictured and more fluid in color (not as much variance) which I like as well. I am very happy with this and am sure the compliments are forthcoming!"
,VERY ATTRACTIVE NECKLACE FOR SUMMER CLOTHES. DIFFERENT FROM ANYTHING I HAVE. WILL ENJOY WEARING THIS SUMMER. THANKS!
5.0,I am so pleased with this piece. It looks terrific and I have received many compliments. It arrived quickly and the price was fabulous!!! Can't go wrong with this necklace!!!
5.0,"Have purchased over 20 of these rings and have been pleased with every single piece. Purchased additional rings in recent days as momentos to my comrades in arms while deployed in support of OEF. Have yet to receive any comments regarding the grade of the 18k plating and the durability of the ring. Overall, very happy with the purchases and for the price its a great gift! Most rings arrived well before the the 18-32 days of estimated arrival time from the US to a remote post in Afghanistan..."
